Xstart	Ystart	Xende	Yende	Xdiff	Ydiff	wind	alpha	alpha in radians	cot	csc	power	internal wind in px/s^2			g	q
1503	420	779	420	-724	0	-42	60	1,0471975511966	0,577350269189626	1,15470053837925	60	418,19294998248			-379,106	0,0518718
1503	456	843	456	-660	0	-78	60	1,0471975511966	0,577350269189626	1,15470053837925	60	400,573856163159				
1503	456	713	456	-790	0	-5	60	1,0471975511966	0,577350269189626	1,15470053837925	60	436,362640483656				
